ydstogo,yardline_100,score_differential,game_seconds_remaining,distance_group,field_zone,score_state,time_state,decision,epa,wpa
6.0,66.0,3.0,751.0,LONG,OWN_TERRITORY,LEADING,MID,PUNT,-0.11988640483468771,-0.027656525373458862
6.0,33.0,-3.0,586.0,LONG,OPPONENT_21_35,TRAILING,MID,FIELD_GOAL,-3.1504158532299966,-0.15236765146255493
8.0,42.0,3.0,422.0,LONG,MIDFIELD,LEADING,MID,PUNT,-0.7428064327687025,-0.07175415754318237
23.0,82.0,-3.0,218.0,VERY_LONG,OWN_TERRITORY,TRAILING,LATE,PUNT,-0.12531949067488313,0.005061060190200806
11.0,60.0,3.0,196.0,VERY_LONG,OWN_TERRITORY,LEADING,LATE,PUNT,-0.27398506039753556,0.019075512886047363
9.0,54.0,0.0,3446.0,LONG,OWN_TERRITORY,TIED,EARLY,PUNT,0.22041646810248494,0.021016210317611694
10.0,42.0,0.0,3084.0,LONG,MIDFIELD,TIED,EARLY,PUNT,-0.6996755381114781,-0.01506921648979187
3.0,50.0,0.0,2844.0,MEDIUM,MIDFIELD,TIED,EARLY,PUNT,-0.34957941668108106,-0.005078613758087158
11.0,12.0,0.0,2759.0,VERY_LONG,RED_ZONE,TIED,EARLY,FIELD_GOAL,0.16086140346166156,0.0006350576877593994
6.0,13.0,-3.0,2377.0,LONG,RED_ZONE,TRAILING,EARLY,FIELD_GOAL,0.19837223617461053,0.006217330694198608
8.0,52.0,0.0,2194.0,LONG,OWN_TERRITORY,TIED,EARLY,PUNT,0.22831016196869314,0.0168628990650177
15.0,73.0,0.0,1952.0,VERY_LONG,OWN_TERRITORY,TIED,EARLY,PUNT,-0.30320459336508065,0.03300943970680237
7.0,73.0,3.0,361.0,LONG,OWN_TERRITORY,LEADING,MID,PUNT,0.6212907191365957,0.0010851919651031494
10.0,27.0,-3.0,141.0,LONG,OPPONENT_21_35,TRAILING,LATE,FIELD_GOAL,1.0909922966254821,0.029874414205551147
5.0,34.0,0.0,20.0,MEDIUM,OPPONENT_21_35,TIED,LATE,FIELD_GOAL,1.3101921678751764,0.291528545320034
11.0,92.0,0.0,3531.0,VERY_LONG,OWN_TERRITORY,TIED,EARLY,PUNT,0.30942495400086045,0.04092046618461609
8.0,10.0,-7.0,2804.0,LONG,RED_ZONE,TRAILING,EARLY,FIELD_GOAL,0.08417771057051882,-0.014352291822433472
12.0,35.0,-11.0,2266.0,VERY_LONG,OPPONENT_21_35,TRAILING,EARLY,FIELD_GOAL,1.6672873490604856,0.053451865911483765
4.0,48.0,8.0,2134.0,MEDIUM,MIDFIELD,LEADING,EARLY,PUNT,-0.655893174232915,-0.03616763651371002
7.0,57.0,1.0,1962.0,LONG,OWN_TERRITORY,LEADING,EARLY,PUNT,-0.5930608720518649,-0.05429500341415405
11.0,34.0,-1.0,1890.0,VERY_LONG,OPPONENT_21_35,TRAILING,EARLY,FIELD_GOAL,-3.737450877969926,-0.11593151092529297
1.0,55.0,-2.0,1665.0,SHORT,OWN_TERRITORY,TRAILING,MID,GO,2.6248676548711956,0.06729725003242493
9.0,9.0,2.0,1317.0,LONG,RED_ZONE,LEADING,MID,FIELD_GOAL,0.06871172420994576,-0.03349915146827698
1.0,44.0,-12.0,770.0,SHORT,MIDFIELD,TRAILING,MID,GO,2.2241413660813123,0.02967427670955658
6.0,38.0,-12.0,606.0,LONG,MIDFIELD,TRAILING,MID,GO,-0.5687339992728084,-0.014816589653491974
1.0,68.0,12.0,397.0,SHORT,OWN_TERRITORY,LEADING,MID,PUNT,-1.7911096217576414,-0.0015134811401367188
3.0,57.0,-12.0,353.0,MEDIUM,OWN_TERRITORY,TRAILING,MID,GO,2.8736620841082186,0.017121218144893646
5.0,40.0,12.0,252.0,MEDIUM,MIDFIELD,LEADING,LATE,GO,1.8329431105521508,0.005789577960968018
6.0,28.0,12.0,120.0,LONG,OPPONENT_21_35,LEADING,LATE,FIELD_GOAL,-3.8637417828750427,-0.010784044861793518
9.0,17.0,-12.0,49.0,LONG,RED_ZONE,TRAILING,LATE,GO,-2.220752335852012,-0.00927136093378067
14.0,60.0,-7.0,3131.0,VERY_LONG,OWN_TERRITORY,TRAILING,EARLY,PUNT,0.6093150444794446,0.002411574125289917
1.0,50.0,7.0,2959.0,SHORT,MIDFIELD,LEADING,EARLY,GO,2.3505723318085074,0.04308497905731201
1.0,39.0,7.0,2831.0,SHORT,MIDFIELD,LEADING,EARLY,GO,2.3833034283015877,0.044863998889923096
1.0,41.0,-14.0,2411.0,SHORT,MIDFIELD,TRAILING,EARLY,GO,2.1344787846319377,0.04508109390735626
5.0,48.0,14.0,2178.0,MEDIUM,MIDFIELD,LEADING,EARLY,PUNT,-0.5913763092830777,0.0018354803323745728
2.0,19.0,7.0,1802.0,SHORT,RED_ZONE,LEADING,EARLY,FIELD_GOAL,0.3032948492730885,-0.03792807459831238
6.0,35.0,-10.0,1671.0,LONG,OPPONENT_21_35,TRAILING,MID,FIELD_GOAL,-3.3975983813386827,-0.09060628712177277
2.0,2.0,10.0,1296.0,SHORT,RED_ZONE,LEADING,MID,FIELD_GOAL,0.010038495528252422,-0.012110874056816101
1.0,64.0,6.0,1006.0,SHORT,OWN_TERRITORY,LEADING,MID,GO,2.3039188887923956,0.06768691539764404
4.0,56.0,6.0,855.0,MEDIUM,OWN_TERRITORY,LEADING,MID,PUNT,-0.3613822825718671,0.007081419229507446
8.0,63.0,0.0,559.0,LONG,OWN_TERRITORY,TIED,MID,PUNT,-1.056899698683992,0.031242966651916504
1.0,61.0,0.0,498.0,SHORT,OWN_TERRITORY,TIED,MID,PUNT,0.3589471054729074,0.059775739908218384
11.0,41.0,0.0,177.0,VERY_LONG,MIDFIELD,TIED,LATE,FIELD_GOAL,2.645669703416904,0.24701067805290222
8.0,97.0,3.0,53.0,LONG,OWN_TERRITORY,LEADING,LATE,PUNT,-0.7164373939740472,-0.157260000705719
3.0,43.0,-3.0,25.0,MEDIUM,MIDFIELD,TRAILING,LATE,GO,1.5783629036741331,0.12101604044437408
12.0,23.0,0.0,355.0,VERY_LONG,OPPONENT_21_35,TIED,MID,FIELD_GOAL,0.7832303760718848,-0.3944262418419834
1.0,11.0,-3.0,221.0,SHORT,RED_ZONE,TRAILING,LATE,GO,-3.4216423407779075,-0.798678015358746
5.0,12.0,0.0,3180.0,MEDIUM,RED_ZONE,TIED,EARLY,FIELD_GOAL,0.15703468148634858,-0.004468441009521484
3.0,26.0,-3.0,2950.0,MEDIUM,OPPONENT_21_35,TRAILING,EARLY,FIELD_GOAL,-3.328800612062817,-0.1412612795829773
4.0,18.0,3.0,2651.0,MEDIUM,RED_ZONE,LEADING,EARLY,FIELD_GOAL,0.3812470395302081,0.046434491872787476
5.0,44.0,-6.0,2489.0,MEDIUM,MIDFIELD,TRAILING,EARLY,PUNT,-0.15082490048371255,-0.015101373195648193
8.0,92.0,6.0,2358.0,LONG,OWN_TERRITORY,LEADING,EARLY,PUNT,0.08898880681954324,-0.008205056190490723
17.0,41.0,0.0,448.0,VERY_LONG,MIDFIELD,TIED,MID,PUNT,0.5435287343570963,0.06877586245536804
2.0,21.0,0.0,205.0,SHORT,OPPONENT_21_35,TIED,LATE,GO,4.439747104654089,0.25078616038502244
8.0,26.0,-7.0,3004.0,LONG,OPPONENT_21_35,TRAILING,EARLY,FIELD_GOAL,0.8418787193317656,0.024763524532318115
11.0,63.0,-11.0,2646.0,VERY_LONG,OWN_TERRITORY,TRAILING,EARLY,PUNT,-0.34905990958213806,0.0033850520849227905
1.0,65.0,11.0,2552.0,SHORT,OWN_TERRITORY,LEADING,EARLY,PUNT,-1.1421806800644845,-0.008919909596443176
9.0,33.0,-18.0,2314.0,LONG,OPPONENT_21_35,TRAILING,EARLY,FIELD_GOAL,1.5218809921641083,-0.03089813143014908
25.0,78.0,15.0,2105.0,VERY_LONG,OWN_TERRITORY,LEADING,EARLY,PUNT,1.3476966370362788,0.021357089281082153
5.0,61.0,-15.0,1932.0,MEDIUM,OWN_TERRITORY,TRAILING,EARLY,PUNT,-0.2997048395918682,0.003098614513874054
18.0,97.0,15.0,1900.0,VERY_LONG,OWN_TERRITORY,LEADING,EARLY,PUNT,-0.7322554680285975,0.012167394161224365
10.0,40.0,-15.0,1854.0,LONG,MIDFIELD,TRAILING,EARLY,GO,-2.8073515494470485,-0.019910797476768494
8.0,46.0,15.0,1814.0,LONG,MIDFIELD,LEADING,EARLY,PUNT,-0.5036327347625047,0.005454003810882568
2.0,64.0,-15.0,1671.0,SHORT,OWN_TERRITORY,TRAILING,MID,PUNT,-0.786907915957272,-0.012333907186985016
1.0,65.0,-15.0,1102.0,SHORT,OWN_TERRITORY,TRAILING,MID,PUNT,-0.39573478093370795,-0.014773719012737274
9.0,83.0,15.0,1048.0,LONG,OWN_TERRITORY,LEADING,MID,PUNT,0.15789019991643727,-0.015343107283115387
4.0,57.0,-15.0,955.0,MEDIUM,OWN_TERRITORY,TRAILING,MID,PUNT,0.3054325196426362,-0.024169031530618668
9.0,69.0,9.0,533.0,LONG,OWN_TERRITORY,LEADING,MID,PUNT,0.18285112734884024,0.023083560168743134
8.0,65.0,2.0,120.0,LONG,OWN_TERRITORY,LEADING,LATE,PUNT,-0.13848576543387026,-0.14004287123680115
11.0,11.0,-2.0,3.0,VERY_LONG,RED_ZONE,TRAILING,LATE,FIELD_GOAL,0.12602579020192062,0.37041735649108887
5.0,53.0,-7.0,3209.0,MEDIUM,OWN_TERRITORY,TRAILING,EARLY,PUNT,-1.1296491909306496,-0.003984600305557251
11.0,37.0,7.0,2882.0,VERY_LONG,MIDFIELD,LEADING,EARLY,FIELD_GOAL,1.994850221872908,0.05424334108829498
5.0,62.0,-10.0,2704.0,MEDIUM,OWN_TERRITORY,TRAILING,EARLY,PUNT,-0.28868698328733444,0.04221463203430176
14.0,61.0,3.0,1905.0,VERY_LONG,OWN_TERRITORY,LEADING,EARLY,PUNT,0.07558394758962095,0.040786802768707275
23.0,85.0,-7.0,1411.0,VERY_LONG,OWN_TERRITORY,TRAILING,MID,PUNT,0.032582772662863135,0.008925244212150574
10.0,18.0,7.0,1252.0,LONG,RED_ZONE,LEADING,MID,FIELD_GOAL,0.3288029416281768,-0.03656040132045746
2.0,39.0,-10.0,1015.0,SHORT,MIDFIELD,TRAILING,MID,GO,-2.928570929914713,-0.030483365058898926
7.0,8.0,10.0,74.0,LONG,RED_ZONE,LEADING,LATE,GO,4.672184085124172,0.0012109864530522874
4.0,36.0,-17.0,5.0,MEDIUM,MIDFIELD,TRAILING,LATE,GO,-1.1884617891628295,-0.0006009454955346882
4.0,59.0,-7.0,3313.0,MEDIUM,OWN_TERRITORY,TRAILING,EARLY,PUNT,-0.2072490407153964,-0.021216094493865967
11.0,85.0,7.0,3184.0,VERY_LONG,OWN_TERRITORY,LEADING,EARLY,PUNT,-0.13886176305823028,-0.0023196935653686523
3.0,64.0,0.0,2715.0,MEDIUM,OWN_TERRITORY,TIED,EARLY,PUNT,0.4152505265083164,0.03167378902435303
15.0,96.0,0.0,2652.0,VERY_LONG,OWN_TERRITORY,TIED,EARLY,PUNT,1.2483681931626052,0.06958156824111938
16.0,22.0,-7.0,1919.0,VERY_LONG,OPPONENT_21_35,TRAILING,EARLY,FIELD_GOAL,0.578282537421686,0.0409604012966156
9.0,57.0,4.0,1836.0,LONG,OWN_TERRITORY,LEADING,EARLY,PUNT,-0.3540615606470965,0.009022295475006104
6.0,27.0,-3.0,1176.0,LONG,OPPONENT_21_35,TRAILING,MID,FIELD_GOAL,1.0069885600196717,0.06667578220367432
13.0,26.0,0.0,576.0,VERY_LONG,OPPONENT_21_35,TIED,MID,FIELD_GOAL,0.8582269045177573,0.11402538418769836
7.0,9.0,-4.0,58.0,LONG,RED_ZONE,TRAILING,LATE,GO,-2.937534488795791,-0.3848762512207031
17.0,65.0,0.0,3097.0,VERY_LONG,OWN_TERRITORY,TIED,EARLY,PUNT,-0.1759316590614617,0.00963890552520752
10.0,74.0,0.0,3032.0,LONG,OWN_TERRITORY,TIED,EARLY,PUNT,-0.32486993074417114,0.0012667179107666016
23.0,57.0,-7.0,2519.0,VERY_LONG,OWN_TERRITORY,TRAILING,EARLY,PUNT,0.05808123713359237,0.018090546131134033
3.0,51.0,-14.0,2301.0,MEDIUM,OWN_TERRITORY,TRAILING,EARLY,PUNT,-0.06601505575235933,0.00047904253005981445
3.0,33.0,14.0,1920.0,MEDIUM,OPPONENT_21_35,LEADING,EARLY,GO,-3.284001374617219,-0.037564754486083984
6.0,62.0,-14.0,1882.0,LONG,OWN_TERRITORY,TRAILING,EARLY,PUNT,-0.3346699436660856,-0.007755830883979797
8.0,71.0,14.0,1821.0,LONG,OWN_TERRITORY,LEADING,EARLY,PUNT,-0.19147014795453288,0.016408145427703857
13.0,66.0,7.0,1277.0,VERY_LONG,OWN_TERRITORY,LEADING,MID,PUNT,0.2437182259745896,0.010305255651473999
2.0,46.0,-7.0,964.0,SHORT,MIDFIELD,TRAILING,MID,GO,-3.0637657698243856,-0.04496966302394867
12.0,19.0,7.0,751.0,VERY_LONG,RED_ZONE,LEADING,MID,FIELD_GOAL,-4.451944037408775,-0.07783189415931702
5.0,56.0,-7.0,624.0,MEDIUM,OWN_TERRITORY,TRAILING,MID,PUNT,-0.37242653453722596,-0.0005114972591400146
2.0,77.0,7.0,523.0,SHORT,OWN_TERRITORY,LEADING,MID,PUNT,-0.49243664322420955,-0.015799283981323242
10.0,67.0,-7.0,415.0,LONG,OWN_TERRITORY,TRAILING,MID,PUNT,0.39819053933024406,-0.01226392388343811
15.0,15.0,7.0,107.0,VERY_LONG,RED_ZONE,LEADING,LATE,FIELD_GOAL,0.2441051940392498,-0.0035462230443954468
4.0,29.0,0.0,3345.0,MEDIUM,OPPONENT_21_35,TIED,EARLY,FIELD_GOAL,1.2847529171925456,0.029853016138076782
8.0,30.0,3.0,2850.0,LONG,OPPONENT_21_35,LEADING,EARLY,FIELD_GOAL,1.3919092762287066,0.05987811088562012
1.0,31.0,6.0,2135.0,SHORT,OPPONENT_21_35,LEADING,EARLY,GO,-3.5065911575220525,-0.11500155925750732
7.0,32.0,-6.0,1874.0,LONG,OPPONENT_21_35,TRAILING,EARLY,FIELD_GOAL,-3.0657174127823623,-0.1236291229724884
12.0,62.0,6.0,1825.0,VERY_LONG,OWN_TERRITORY,LEADING,EARLY,PUNT,-0.021262518188450485,-0.0363805890083313
16.0,35.0,-6.0,1623.0,VERY_LONG,OPPONENT_21_35,TRAILING,MID,FIELD_GOAL,2.3283260989141246,0.12462252378463745
18.0,23.0,3.0,1389.0,VERY_LONG,OPPONENT_21_35,LEADING,MID,FIELD_GOAL,0.7005321712942245,0.07076966762542725
2.0,47.0,-6.0,1170.0,SHORT,MIDFIELD,TRAILING,MID,GO,3.167155140894465,0.08258798718452454
6.0,30.0,-1.0,900.0,LONG,OPPONENT_21_35,TRAILING,MID,FIELD_GOAL,-3.6090000900248214,-0.1335863471031189
10.0,39.0,2.0,484.0,LONG,MIDFIELD,LEADING,MID,PUNT,-0.32966844155453146,-0.11019745469093323
2.0,83.0,-2.0,372.0,SHORT,OWN_TERRITORY,TRAILING,MID,PUNT,-0.40554698719643056,-0.07444062829017639
1.0,26.0,0.0,3351.0,SHORT,OPPONENT_21_35,TIED,EARLY,GO,1.8688797523500398,0.06953132152557373
9.0,63.0,0.0,3106.0,LONG,OWN_TERRITORY,TIED,EARLY,PUNT,0.9417772050946951,0.01613306999206543
6.0,25.0,0.0,2660.0,LONG,OPPONENT_21_35,TIED,EARLY,FIELD_GOAL,0.9410867219747465,0.030423402786254883
10.0,55.0,-3.0,2556.0,LONG,OWN_TERRITORY,TRAILING,EARLY,PUNT,0.010724521242082119,0.00031444430351257324
6.0,80.0,3.0,2428.0,LONG,OWN_TERRITORY,LEADING,EARLY,PUNT,-0.19490622775629163,0.0006075799465179443
5.0,58.0,-3.0,2302.0,MEDIUM,OWN_TERRITORY,TRAILING,EARLY,PUNT,-0.4470165139064193,-0.0144558846950531
12.0,62.0,-10.0,1981.0,VERY_LONG,OWN_TERRITORY,TRAILING,EARLY,PUNT,0.10742041189223528,0.0030783861875534058
5.0,42.0,10.0,1873.0,MEDIUM,MIDFIELD,LEADING,EARLY,PUNT,-0.6081949528888799,-0.012933239340782166
1.0,49.0,-10.0,1801.0,SHORT,MIDFIELD,TRAILING,EARLY,FIELD_GOAL,-0.709901285559206,0.008990064263343811
2.0,2.0,-10.0,1190.0,SHORT,RED_ZONE,TRAILING,MID,GO,3.928351894428488,0.06772668381747471
8.0,27.0,-10.0,647.0,LONG,OPPONENT_21_35,TRAILING,MID,FIELD_GOAL,1.0003059420481208,-0.00012505799531936646
5.0,19.0,-14.0,257.0,MEDIUM,RED_ZONE,TRAILING,LATE,GO,4.55369979981333,0.0433547361195088
2.0,21.0,6.0,116.0,SHORT,OPPONENT_21_35,LEADING,LATE,FIELD_GOAL,0.5245249088283441,-0.0017442144453525543
6.0,38.0,-9.0,46.0,LONG,MIDFIELD,TRAILING,LATE,FIELD_GOAL,-1.05595976968335,-0.028624247759580612
11.0,26.0,0.0,3359.0,VERY_LONG,OPPONENT_21_35,TIED,EARLY,FIELD_GOAL,1.028666525412967,0.03854948282241821
19.0,64.0,-3.0,3189.0,VERY_LONG,OWN_TERRITORY,TRAILING,EARLY,PUNT,0.9020560486242175,0.012372910976409912
12.0,63.0,3.0,2942.0,VERY_LONG,OWN_TERRITORY,LEADING,EARLY,PUNT,-0.5689453289378434,0.002469569444656372
8.0,50.0,-3.0,2712.0,LONG,MIDFIELD,TRAILING,EARLY,PUNT,-1.1254185982979834,-0.019832640886306763
10.0,32.0,3.0,2466.0,LONG,OPPONENT_21_35,LEADING,EARLY,FIELD_GOAL,1.7348472847675527,0.0722087025642395
10.0,72.0,-6.0,2349.0,LONG,OWN_TERRITORY,TRAILING,EARLY,PUNT,0.33353231218643486,0.059991806745529175
7.0,30.0,6.0,2023.0,LONG,OPPONENT_21_35,LEADING,EARLY,FIELD_GOAL,1.2964142795161409,0.05610610544681549
5.0,73.0,-6.0,1742.0,MEDIUM,OWN_TERRITORY,TRAILING,MID,PUNT,0.6149104395881295,0.0358910858631134
10.0,35.0,-13.0,1153.0,LONG,OPPONENT_21_35,TRAILING,MID,FIELD_GOAL,2.243054999018125,0.06610777229070663
3.0,45.0,-17.0,827.0,MEDIUM,MIDFIELD,TRAILING,MID,GO,3.0109969563782215,0.01268983818590641
2.0,30.0,-17.0,719.0,SHORT,OPPONENT_21_35,TRAILING,MID,GO,2.5731439884984866,0.011819593608379364
14.0,14.0,-17.0,573.0,VERY_LONG,RED_ZONE,TRAILING,MID,FIELD_GOAL,0.23136495881457142,-0.002349941059947014
4.0,66.0,14.0,439.0,MEDIUM,OWN_TERRITORY,LEADING,MID,PUNT,-0.7529553207568824,-0.02854267880320549
12.0,58.0,-14.0,249.0,VERY_LONG,OWN_TERRITORY,TRAILING,LATE,GO,-2.426911455055233,-0.012052934616804123
4.0,36.0,14.0,224.0,MEDIUM,MIDFIELD,LEADING,LATE,FIELD_GOAL,-3.0901680972881724,-0.018836040049791336
6.0,14.0,-14.0,87.0,LONG,RED_ZONE,TRAILING,LATE,GO,-2.4814845788641833,-0.002637045457959175
4.0,68.0,0.0,3510.0,MEDIUM,OWN_TERRITORY,TIED,EARLY,PUNT,-0.0001780637539923191,0.008867889642715454
2.0,13.0,0.0,3251.0,SHORT,RED_ZONE,TIED,EARLY,FIELD_GOAL,0.2051695544760208,-0.018316179513931274
5.0,5.0,-3.0,2991.0,MEDIUM,RED_ZONE,TRAILING,EARLY,FIELD_GOAL,0.050383586589108464,-0.03795439004898071
1.0,3.0,0.0,2700.0,SHORT,RED_ZONE,TIED,EARLY,GO,3.066909576416947,0.07043377862936517
4.0,30.0,0.0,2084.0,MEDIUM,OPPONENT_21_35,TIED,EARLY,GO,2.6457604385213926,0.11979517340660095
10.0,37.0,-7.0,1825.0,LONG,MIDFIELD,TRAILING,EARLY,FIELD_GOAL,1.713496756945909,0.08330893516540527
6.0,65.0,-3.0,1493.0,LONG,OWN_TERRITORY,TRAILING,MID,PUNT,0.8821200223173946,0.012943059206008911
11.0,68.0,3.0,1238.0,VERY_LONG,OWN_TERRITORY,LEADING,MID,PUNT,-0.10272369673475623,-0.013593226671218872
9.0,9.0,-3.0,563.0,LONG,RED_ZONE,TRAILING,MID,FIELD_GOAL,0.1018617197407794,-0.004630446434020996
12.0,84.0,0.0,511.0,VERY_LONG,OWN_TERRITORY,TIED,MID,PUNT,-0.5309350932948291,0.052259743213653564
18.0,62.0,0.0,374.0,VERY_LONG,OWN_TERRITORY,TIED,MID,PUNT,0.4436689717695117,0.07950496673583984
4.0,40.0,0.0,151.0,MEDIUM,MIDFIELD,TIED,LATE,GO,2.517004342749715,0.2347322702407837
7.0,34.0,0.0,3365.0,LONG,OPPONENT_21_35,TIED,EARLY,FIELD_GOAL,1.9186750547870064,0.025344789028167725
5.0,39.0,-3.0,3128.0,MEDIUM,MIDFIELD,TRAILING,EARLY,FIELD_GOAL,2.767911280735908,0.048070818185806274
9.0,23.0,0.0,2999.0,LONG,OPPONENT_21_35,TIED,EARLY,FIELD_GOAL,0.6986821161945569,-0.0023502111434936523
5.0,47.0,-3.0,2802.0,MEDIUM,MIDFIELD,TRAILING,EARLY,GO,3.5173531642649323,0.12131112813949585
5.0,69.0,-4.0,2615.0,MEDIUM,OWN_TERRITORY,TRAILING,EARLY,PUNT,0.5353765734471381,0.031457871198654175
5.0,49.0,4.0,2367.0,MEDIUM,MIDFIELD,LEADING,EARLY,PUNT,-0.703344858251512,-0.006844133138656616
18.0,88.0,-4.0,2275.0,VERY_LONG,OWN_TERRITORY,TRAILING,EARLY,PUNT,0.13337978557683527,0.046380043029785156
7.0,45.0,4.0,2009.0,LONG,MIDFIELD,LEADING,EARLY,PUNT,-0.36530176596716046,-0.03547033667564392
1.0,63.0,-4.0,1864.0,SHORT,OWN_TERRITORY,TRAILING,EARLY,GO,1.0702710826299153,0.03622329235076904
8.0,20.0,-4.0,1529.0,LONG,RED_ZONE,TRAILING,MID,FIELD_GOAL,0.4856833549945665,0.003885030746459961
4.0,71.0,1.0,1439.0,MEDIUM,OWN_TERRITORY,LEADING,MID,PUNT,-0.6955526634119451,-0.029741615056991577
8.0,45.0,-1.0,1213.0,LONG,MIDFIELD,TRAILING,MID,PUNT,0.7093289233744144,-0.010938823223114014
13.0,67.0,1.0,1069.0,VERY_LONG,OWN_TERRITORY,LEADING,MID,PUNT,1.0570890977978706,-0.023841530084609985
7.0,79.0,-1.0,975.0,LONG,OWN_TERRITORY,TRAILING,MID,PUNT,1.2807375392876565,-0.008673757314682007
14.0,80.0,1.0,900.0,VERY_LONG,OWN_TERRITORY,LEADING,MID,PUNT,1.2665482703596354,0.010830342769622803
6.0,71.0,-1.0,822.0,LONG,OWN_TERRITORY,TRAILING,MID,PUNT,1.2767349183559418,0.007709711790084839
1.0,70.0,1.0,623.0,SHORT,OWN_TERRITORY,LEADING,MID,PUNT,-0.5481554223224521,-0.03968179225921631
9.0,9.0,-1.0,309.0,LONG,RED_ZONE,TRAILING,MID,FIELD_GOAL,0.10277833424631755,-0.01627826690673828
17.0,74.0,-2.0,223.0,VERY_LONG,OWN_TERRITORY,TRAILING,LATE,PUNT,0.8198894641827792,-0.0016382932662963867
15.0,89.0,2.0,153.0,VERY_LONG,OWN_TERRITORY,LEADING,LATE,PUNT,-0.6983449169201776,-0.01165810227394104
8.0,44.0,-2.0,74.0,LONG,MIDFIELD,TRAILING,LATE,GO,-1.9429307277314365,-0.2987140417098999
10.0,10.0,0.0,3024.0,LONG,RED_ZONE,TIED,EARLY,FIELD_GOAL,0.10055313013266876,-0.019002258777618408
3.0,6.0,-3.0,2774.0,MEDIUM,RED_ZONE,TRAILING,EARLY,GO,3.972274720086716,0.09492913250662882
1.0,40.0,-4.0,2414.0,SHORT,MIDFIELD,TRAILING,EARLY,GO,1.9590291955973953,0.08086001873016357
1.0,19.0,-4.0,2221.0,SHORT,RED_ZONE,TRAILING,EARLY,GO,-3.9035388653283007,-0.10345923900604248
2.0,44.0,4.0,1966.0,SHORT,MIDFIELD,LEADING,EARLY,GO,-2.347562443872448,-0.08931717276573181
2.0,60.0,-3.0,1817.0,SHORT,OWN_TERRITORY,TRAILING,EARLY,PUNT,-0.11509180738357827,-0.011555492877960205
10.0,48.0,-10.0,1310.0,LONG,MIDFIELD,TRAILING,MID,PUNT,0.2624932120088488,0.015526756644248962
2.0,65.0,10.0,1121.0,SHORT,OWN_TERRITORY,LEADING,MID,PUNT,0.02322192071005702,0.024971693754196167
14.0,78.0,-10.0,446.0,VERY_LONG,OWN_TERRITORY,TRAILING,MID,PUNT,-1.0900346965063363,-0.009128965437412262
10.0,15.0,10.0,149.0,LONG,RED_ZONE,LEADING,LATE,FIELD_GOAL,0.23247337569969329,0.00248071551322937
1.0,64.0,-13.0,123.0,SHORT,OWN_TERRITORY,TRAILING,LATE,GO,-2.201428826258052,-0.0066401236690580845
1.0,50.0,0.0,3446.0,SHORT,MIDFIELD,TIED,EARLY,GO,2.288495108950883,0.05057179927825928
2.0,17.0,0.0,3175.0,SHORT,RED_ZONE,TIED,EARLY,FIELD_GOAL,0.36117701791533685,-0.006663620471954346
6.0,72.0,-3.0,3087.0,LONG,OWN_TERRITORY,TRAILING,EARLY,PUNT,-0.21021622302941978,0.006376415491104126
2.0,13.0,-4.0,2739.0,SHORT,RED_ZONE,TRAILING,EARLY,FIELD_GOAL,0.19875422504324636,-0.05871075391769409
10.0,39.0,1.0,2522.0,LONG,MIDFIELD,LEADING,EARLY,FIELD_GOAL,-2.8375597628142675,-0.0783194899559021
8.0,11.0,-1.0,2322.0,LONG,RED_ZONE,TRAILING,EARLY,FIELD_GOAL,0.1521783634949596,-0.006452411413192749
7.0,29.0,-2.0,2074.0,LONG,OPPONENT_21_35,TRAILING,EARLY,FIELD_GOAL,1.22998782547073,0.039494335651397705
14.0,57.0,-1.0,1908.0,VERY_LONG,OWN_TERRITORY,TRAILING,EARLY,PUNT,-0.41077796649187803,-0.023628145456314087
2.0,9.0,1.0,1804.0,SHORT,RED_ZONE,LEADING,EARLY,FIELD_GOAL,0.08991615381855755,-0.006105870008468628
18.0,78.0,-10.0,1051.0,VERY_LONG,OWN_TERRITORY,TRAILING,MID,PUNT,1.4565488379448652,0.05032261461019516
2.0,17.0,10.0,770.0,SHORT,RED_ZONE,LEADING,MID,FIELD_GOAL,0.3451643761898002,0.015459641814231873
9.0,65.0,6.0,390.0,LONG,OWN_TERRITORY,LEADING,MID,PUNT,0.3187570427544415,-0.02003738284111023
8.0,15.0,-1.0,9.0,LONG,RED_ZONE,TRAILING,LATE,FIELD_GOAL,0.20321946009646608,0.21056398749351501
14.0,19.0,0.0,3146.0,VERY_LONG,RED_ZONE,TIED,EARLY,FIELD_GOAL,0.49361979381590215,0.017518848180770874
5.0,8.0,-3.0,2847.0,MEDIUM,RED_ZONE,TRAILING,EARLY,FIELD_GOAL,-3.844428937006443,-0.11498990654945374
3.0,34.0,3.0,2656.0,MEDIUM,OPPONENT_21_35,LEADING,EARLY,GO,-2.6745129611808807,-0.04293954372406006
11.0,18.0,-3.0,2393.0,VERY_LONG,RED_ZONE,TRAILING,EARLY,FIELD_GOAL,0.4210602244616002,0.010260224342346191
8.0,53.0,0.0,2110.0,LONG,OWN_TERRITORY,TIED,EARLY,PUNT,0.14823853457346559,0.05648088455200195
8.0,88.0,0.0,2018.0,LONG,OWN_TERRITORY,TIED,EARLY,PUNT,-1.7942625437281094,-0.02837270498275757
1.0,1.0,0.0,1812.0,SHORT,RED_ZONE,TIED,EARLY,GO,-3.16813388915034,-0.13624033331871033
